"","y","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","minute"
"1",1,"Andre Iguodala","Golden State Warriors","3/24/17",2016,3,2,35,"shot_no","Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,34
"2",13,"Andre Iguodala","Golden State Warriors","11/3/16",2016,2,10,51,"shot_no","Alley Oop Dunk Shot","2PT Field Goal",1,"Oklahoma City Thunder",-12,14
"3",1,"Andre Iguodala","Golden State Warriors","10/25/16",2016,2,0,6,"shot_yes","Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,24
"4",11,"Andre Iguodala","Golden State Warriors","11/3/16",2016,2,11,10,"shot_no","Alley Oop Layup shot","2PT Field Goal",1,"Oklahoma City Thunder",-1,13
"5",1,"Andre Iguodala","Golden State Warriors","1/8/17",2016,4,0,32,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,48
"6",1,"Andre Iguodala","Golden State Warriors","3/16/17",2016,3,5,30,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,31
"7",1,"Andre Iguodala","Golden State Warriors","1/2/17",2016,4,7,57,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,41
"8",1,"Andre Iguodala","Golden State Warriors","12/7/16",2016,4,9,31,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,39
"9",1,"Andre Iguodala","Golden State Warriors","2/28/17",2016,2,0,23,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,24
"10",1,"Andre Iguodala","Golden State Warriors","2/1/17",2016,2,0,2,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,24
"11",1,"Andre Iguodala","Golden State Warriors","11/25/16",2016,1,0,44,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,12
"12",1,"Andre Iguodala","Golden State Warriors","2/13/17",2016,1,0,41,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,12
"13",1,"Andre Iguodala","Golden State Warriors","12/28/16",2016,2,3,34,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,21
"14",1,"Andre Iguodala","Golden State Warriors","3/28/17",2016,3,5,56,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,31
"15",1,"Andre Iguodala","Golden State Warriors","12/7/16",2016,3,3,23,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,33
"16",1,"Andre Iguodala","Golden State Warriors","11/16/16",2016,2,1,23,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,23
"17",1,"Andre Iguodala","Golden State Warriors","11/18/16",2016,1,3,36,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,9
"18",1,"Andre Iguodala","Golden State Warriors","2/13/17",2016,1,1,3,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,11
"19",1,"Andre Iguodala","Golden State Warriors","2/11/17",2016,1,0,59,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,12
"20",1,"Andre Iguodala","Golden State Warriors","11/25/16",2016,2,3,24,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,21
"21",8,"Andre Iguodala","Golden State Warriors","2/10/17",2016,3,1,21,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,35
"22",7,"Andre Iguodala","Golden State Warriors","1/16/17",2016,2,5,8,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-11,19
"23",8,"Andre Iguodala","Golden State Warriors","1/16/17",2016,4,9,39,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-1,39
"24",11,"Andre Iguodala","Golden State Warriors","1/6/17",2016,2,2,34,"shot_no","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,22
"25",7,"Andre Iguodala","Golden State Warriors","2/13/17",2016,1,2,55,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Denver Nuggets",-14,10
"26",0,"Andre Iguodala","Golden State Warriors","3/2/17",2016,4,0,56,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",-2,48
"27",1,"Andre Iguodala","Golden State Warriors","3/2/17",2016,1,2,35,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,10
"28",1,"Andre Iguodala","Golden State Warriors","10/28/16",2016,4,11,8,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,37
"29",1,"Andre Iguodala","Golden State Warriors","12/17/16",2016,2,0,8,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,24
"30",1,"Andre Iguodala","Golden State Warriors","12/7/16",2016,2,3,28,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,21
"31",1,"Andre Iguodala","Golden State Warriors","11/28/16",2016,1,2,29,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,10
"32",1,"Andre Iguodala","Golden State Warriors","3/26/17",2016,1,0,45,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,12
"33",1,"Andre Iguodala","Golden State Warriors","11/28/16",2016,4,10,39,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,38
"34",23,"Andre Iguodala","Golden State Warriors","12/28/16",2016,4,8,7,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Toronto Raptors",-6,40
"35",11,"Andre Iguodala","Golden State Warriors","3/29/17",2016,4,2,20,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,46
"36",62,"Andre Iguodala","Golden State Warriors","2/2/17",2016,3,0,0,"shot_yes","Driving Floating Bank Jump Shot","2PT Field Goal",7,"Los Angeles Clippers",46,36
"37",7,"Andre Iguodala","Golden State Warriors","12/23/16",2016,2,0,49,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Detroit Pistons",-9,24
"38",21,"Andre Iguodala","Golden State Warriors","3/31/17",2016,3,4,13,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",-17,32
"39",1,"Andre Iguodala","Golden State Warriors","3/18/17",2016,1,3,45,"shot_yes","Driving Reverse Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,9
"40",2,"Andre Iguodala","Golden State Warriors","11/9/16",2016,2,3,48,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Dallas Mavericks",14,21
"41",7,"Andre Iguodala","Golden State Warriors","11/1/16",2016,1,3,11,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",2,9
"42",1,"Andre Iguodala","Golden State Warriors","1/8/17",2016,1,3,53,"shot_yes","Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,9
"43",1,"Andre Iguodala","Golden State Warriors","3/24/17",2016,3,3,1,"shot_yes","Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,33
"44",1,"Andre Iguodala","Golden State Warriors","10/28/16",2016,3,0,2,"shot_yes","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,36
"45",1,"Andre Iguodala","Golden State Warriors","3/28/17",2016,1,3,15,"shot_yes","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,9
"46",1,"Andre Iguodala","Golden State Warriors","3/31/17",2016,4,0,29,"shot_yes","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,48
"47",1,"Andre Iguodala","Golden State Warriors","3/20/17",2016,2,2,32,"shot_yes","Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,22
"48",1,"Andre Iguodala","Golden State Warriors","2/28/17",2016,4,5,20,"shot_no","Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,43
"49",1,"Andre Iguodala","Golden State Warriors","1/28/17",2016,3,3,44,"shot_yes","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,33
"50",1,"Andre Iguodala","Golden State Warriors","2/23/17",2016,3,5,22,"shot_yes","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,31
"51",1,"Andre Iguodala","Golden State Warriors","10/30/16",2016,2,0,43,"shot_yes","Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,24
"52",1,"Andre Iguodala","Golden State Warriors","1/28/17",2016,2,0,28,"shot_yes","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,24
"53",1,"Andre Iguodala","Golden State Warriors","1/18/17",2016,4,10,24,"shot_yes","Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,38
"54",-1,"Andre Iguodala","Golden State Warriors","11/3/16",2016,4,10,13,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",19,"Oklahoma City Thunder",195,38
"55",16,"Andre Iguodala","Golden State Warriors","12/28/16",2016,3,1,10,"shot_yes","Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",-1,35
"56",136,"Andre Iguodala","Golden State Warriors","2/10/17",2016,2,4,36,"shot_yes","Floating Jump shot","2PT Field Goal",17,"Memphis Grizzlies",-109,20
"57",97,"Andre Iguodala","Golden State Warriors","1/2/17",2016,3,0,0,"shot_no","Floating Jump shot","2PT Field Goal",10,"Denver Nuggets",-29,36
"58",41,"Andre Iguodala","Golden State Warriors","12/28/16",2016,4,11,14,"shot_yes","Hook Shot","2PT Field Goal",5,"Toronto Raptors",-29,37
"59",1,"Andre Iguodala","Golden State Warriors","11/18/16",2016,2,3,4,"shot_yes","Hook Shot","2PT Field Goal",0,"Boston Celtics",0,21
"60",7,"Andre Iguodala","Golden State Warriors","11/1/16",2016,4,9,22,"shot_no","Hook Shot","2PT Field Goal",3,"Portland Trail Blazers",-32,39
"61",36,"Andre Iguodala","Golden State Warriors","12/25/16",2016,2,0,46,"shot_no","Jump Bank Shot","2PT Field Goal",7,"Cleveland Cavaliers",68,24
"62",180,"Andre Iguodala","Golden State Warriors","3/2/17",2016,2,0,22,"shot_no","Jump Shot","3PT Field Goal",26,"Chicago Bulls",-191,24
"63",144,"Andre Iguodala","Golden State Warriors","4/4/17",2016,1,0,18,"shot_yes","Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",117,12
"64",262,"Andre Iguodala","Golden State Warriors","3/31/17",2016,1,2,2,"shot_yes","Jump Shot","3PT Field Goal",27,"Houston Rockets",81,10
"65",165,"Andre Iguodala","Golden State Warriors","3/31/17",2016,2,0,0,"shot_yes","Jump Shot","3PT Field Goal",27,"Houston Rockets",-215,24
"66",242,"Andre Iguodala","Golden State Warriors","3/31/17",2016,4,8,12,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",87,40
"67",247,"Andre Iguodala","Golden State Warriors","3/31/17",2016,2,8,11,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",-60,16
"68",228,"Andre Iguodala","Golden State Warriors","3/31/17",2016,1,1,29,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",-119,11
"69",67,"Andre Iguodala","Golden State Warriors","3/31/17",2016,4,1,39,"shot_no","Jump Shot","3PT Field Goal",23,"Houston Rockets",-227,47
"70",159,"Andre Iguodala","Golden State Warriors","3/31/17",2016,1,5,0,"shot_no","Jump Shot","2PT Field Goal",19,"Houston Rockets",109,7
"71",183,"Andre Iguodala","Golden State Warriors","3/29/17",2016,2,10,3,"shot_no","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",161,14
"72",2,"Andre Iguodala","Golden State Warriors","3/29/17",2016,1,2,31,"shot_yes","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",233,10
"73",154,"Andre Iguodala","Golden State Warriors","3/29/17",2016,2,4,39,"shot_yes","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",-207,20
"74",120,"Andre Iguodala","Golden State Warriors","3/29/17",2016,1,0,49,"shot_yes","Jump Shot","2PT Field Goal",19,"San Antonio Spurs",-158,12
"75",26,"Andre Iguodala","Golden State Warriors","3/28/17",2016,3,4,31,"shot_yes","Jump Shot","3PT Field Goal",23,"Houston Rockets",233,32
"76",51,"Andre Iguodala","Golden State Warriors","3/28/17",2016,3,6,52,"shot_no","Jump Shot","3PT Field Goal",22,"Houston Rockets",223,30
"77",97,"Andre Iguodala","Golden State Warriors","3/28/17",2016,4,10,38,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",225,38
"78",70,"Andre Iguodala","Golden State Warriors","3/28/17",2016,2,9,9,"shot_no","Jump Shot","3PT Field Goal",23,"Houston Rockets",228,15
"79",46,"Andre Iguodala","Golden State Warriors","3/26/17",2016,2,8,39,"shot_no","Jump Shot","2PT Field Goal",14,"Memphis Grizzlies",-133,16
"80",160,"Andre Iguodala","Golden State Warriors","3/26/17",2016,1,5,5,"shot_yes","Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",-212,7
"81",247,"Andre Iguodala","Golden State Warriors","3/24/17",2016,1,2,31,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-55,10
"82",129,"Andre Iguodala","Golden State Warriors","3/24/17",2016,2,11,38,"shot_no","Jump Shot","2PT Field Goal",17,"Sacramento Kings",-124,13
"83",164,"Andre Iguodala","Golden State Warriors","3/20/17",2016,3,0,35,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-189,36
"84",11,"Andre Iguodala","Golden State Warriors","3/20/17",2016,1,2,33,"shot_no","Jump Shot","2PT Field Goal",17,"Oklahoma City Thunder",171,10
"85",28,"Andre Iguodala","Golden State Warriors","3/18/17",2016,4,8,11,"shot_no","Jump Shot","2PT Field Goal",3,"Milwaukee Bucks",17,40
"86",232,"Andre Iguodala","Golden State Warriors","3/16/17",2016,4,10,21,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",-122,38
"87",26,"Andre Iguodala","Golden State Warriors","3/14/17",2016,2,7,38,"shot_no","Jump Shot","2PT Field Goal",3,"Philadelphia 76ers",-29,17
"88",18,"Andre Iguodala","Golden State Warriors","3/6/17",2016,4,2,38,"shot_yes","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",233,46
"89",193,"Andre Iguodala","Golden State Warriors","3/6/17",2016,4,5,18,"shot_no","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",168,43
"90",16,"Andre Iguodala","Golden State Warriors","3/6/17",2016,2,4,48,"shot_yes","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",236,20
"91",46,"Andre Iguodala","Golden State Warriors","3/6/17",2016,1,4,44,"shot_yes","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",238,8
"92",13,"Andre Iguodala","Golden State Warriors","3/6/17",2016,2,7,10,"shot_no","Jump Shot","3PT Field Goal",22,"Atlanta Hawks",-227,17
"93",242,"Andre Iguodala","Golden State Warriors","3/6/17",2016,4,6,9,"shot_yes","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-60,42
"94",151,"Andre Iguodala","Golden State Warriors","3/5/17",2016,4,6,56,"shot_no","Jump Shot","3PT Field Goal",24,"New York Knicks",191,42
"95",-31,"Andre Iguodala","Golden State Warriors","3/5/17",2016,2,8,1,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",-233,16
"96",-26,"Andre Iguodala","Golden State Warriors","3/5/17",2016,2,8,32,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",232,16
"97",188,"Andre Iguodala","Golden State Warriors","3/5/17",2016,2,4,51,"shot_yes","Jump Shot","3PT Field Goal",24,"New York Knicks",-158,20
"98",136,"Andre Iguodala","Golden State Warriors","3/5/17",2016,2,4,1,"shot_yes","Jump Shot","3PT Field Goal",24,"New York Knicks",205,20
"99",-6,"Andre Iguodala","Golden State Warriors","3/2/17",2016,4,10,17,"shot_no","Jump Shot","3PT Field Goal",23,"Chicago Bulls",233,38
"100",257,"Andre Iguodala","Golden State Warriors","2/15/17",2016,2,8,48,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",1,16
"101",7,"Andre Iguodala","Golden State Warriors","2/13/17",2016,2,1,14,"shot_no","Jump Shot","3PT Field Goal",23,"Denver Nuggets",232,23
"102",203,"Andre Iguodala","Golden State Warriors","2/13/17",2016,2,9,31,"shot_no","Jump Shot","3PT Field Goal",25,"Denver Nuggets",161,15
"103",183,"Andre Iguodala","Golden State Warriors","2/13/17",2016,3,2,27,"shot_no","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-173,34
"104",21,"Andre Iguodala","Golden State Warriors","2/13/17",2016,3,3,2,"shot_yes","Jump Shot","2PT Field Goal",16,"Denver Nuggets",168,33
"105",164,"Andre Iguodala","Golden State Warriors","2/13/17",2016,3,0,27,"shot_yes","Jump Shot","3PT Field Goal",25,"Denver Nuggets",200,36
"106",169,"Andre Iguodala","Golden State Warriors","2/11/17",2016,4,11,26,"shot_no","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",-66,37
"107",169,"Andre Iguodala","Golden State Warriors","2/11/17",2016,3,2,45,"shot_no","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",179,34
"108",-10,"Andre Iguodala","Golden State Warriors","2/11/17",2016,1,1,23,"shot_yes","Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",-225,11
"109",38,"Andre Iguodala","Golden State Warriors","2/11/17",2016,2,7,47,"shot_no","Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",223,17
"110",193,"Andre Iguodala","Golden State Warriors","2/11/17",2016,4,8,15,"shot_no","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-143,40
"111",249,"Andre Iguodala","Golden State Warriors","2/10/17",2016,2,5,22,"shot_yes","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",28,19
"112",178,"Andre Iguodala","Golden State Warriors","2/10/17",2016,3,3,3,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",186,33
"113",2,"Andre Iguodala","Golden State Warriors","2/10/17",2016,2,10,22,"shot_yes","Jump Shot","3PT Field Goal",22,"Memphis Grizzlies",-227,14
"114",259,"Andre Iguodala","Golden State Warriors","2/8/17",2016,2,8,42,"shot_no","Jump Shot","3PT Field Goal",26,"Chicago Bulls",64,16
"115",31,"Andre Iguodala","Golden State Warriors","2/4/17",2016,2,10,42,"shot_no","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-233,14
"116",141,"Andre Iguodala","Golden State Warriors","2/4/17",2016,4,8,47,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",-202,40
"117",174,"Andre Iguodala","Golden State Warriors","2/4/17",2016,4,10,7,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",187,38
"118",13,"Andre Iguodala","Golden State Warriors","2/4/17",2016,4,4,35,"shot_no","Jump Shot","2PT Field Goal",17,"Sacramento Kings",171,44
"119",193,"Andre Iguodala","Golden State Warriors","2/2/17",2016,4,0,11,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-174,48
"120",249,"Andre Iguodala","Golden State Warriors","2/2/17",2016,4,10,3,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-63,38
"121",3,"Andre Iguodala","Golden State Warriors","2/2/17",2016,3,5,5,"shot_yes","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-233,31
"122",205,"Andre Iguodala","Golden State Warriors","2/2/17",2016,4,4,16,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-165,44
"123",193,"Andre Iguodala","Golden State Warriors","2/1/17",2016,1,0,8,"shot_no","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-179,12
"124",46,"Andre Iguodala","Golden State Warriors","1/29/17",2016,4,6,6,"shot_yes","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-228,42
"125",7,"Andre Iguodala","Golden State Warriors","1/29/17",2016,2,10,3,"shot_no","Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",-225,14
"126",210,"Andre Iguodala","Golden State Warriors","1/28/17",2016,3,2,3,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",153,34
"127",159,"Andre Iguodala","Golden State Warriors","1/28/17",2016,3,5,3,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",182,31
"128",115,"Andre Iguodala","Golden State Warriors","1/28/17",2016,4,11,40,"shot_no","Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",-12,37
"129",26,"Andre Iguodala","Golden State Warriors","1/28/17",2016,3,4,31,"shot_no","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",232,32
"130",134,"Andre Iguodala","Golden State Warriors","1/25/17",2016,2,10,44,"shot_no","Jump Shot","2PT Field Goal",15,"Charlotte Hornets",-73,14
"131",3,"Andre Iguodala","Golden State Warriors","1/22/17",2016,4,11,36,"shot_yes","Jump Shot","3PT Field Goal",22,"Orlando Magic",-228,37
"132",0,"Andre Iguodala","Golden State Warriors","1/22/17",2016,4,10,20,"shot_no","Jump Shot","3PT Field Goal",23,"Orlando Magic",-238,38
"133",188,"Andre Iguodala","Golden State Warriors","1/22/17",2016,2,3,15,"shot_no","Jump Shot","3PT Field Goal",25,"Orlando Magic",179,21
"134",223,"Andre Iguodala","Golden State Warriors","1/22/17",2016,2,10,45,"shot_no","Jump Shot","3PT Field Goal",25,"Orlando Magic",125,14
"135",41,"Andre Iguodala","Golden State Warriors","1/20/17",2016,1,0,26,"shot_no","Jump Shot","2PT Field Goal",14,"Houston Rockets",-137,12
"136",183,"Andre Iguodala","Golden State Warriors","1/20/17",2016,2,11,33,"shot_yes","Jump Shot","3PT Field Goal",25,"Houston Rockets",-171,13
"137",3,"Andre Iguodala","Golden State Warriors","1/20/17",2016,2,7,2,"shot_no","Jump Shot","3PT Field Goal",23,"Houston Rockets",238,17
"138",188,"Andre Iguodala","Golden State Warriors","1/18/17",2016,1,6,38,"shot_yes","Jump Shot","2PT Field Goal",20,"Oklahoma City Thunder",-73,6
"139",156,"Andre Iguodala","Golden State Warriors","1/16/17",2016,1,4,23,"shot_yes","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-205,8
"140",97,"Andre Iguodala","Golden State Warriors","1/8/17",2016,4,3,6,"shot_yes","Jump Shot","3PT Field Goal",24,"Sacramento Kings",225,45
"141",185,"Andre Iguodala","Golden State Warriors","1/8/17",2016,1,2,12,"shot_no","Jump Shot","2PT Field Goal",21,"Sacramento Kings",109,10
"142",139,"Andre Iguodala","Golden State Warriors","1/8/17",2016,3,2,19,"shot_no","Jump Shot","2PT Field Goal",16,"Sacramento Kings",91,34
"143",218,"Andre Iguodala","Golden State Warriors","1/6/17",2016,4,11,39,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",132,37
"144",232,"Andre Iguodala","Golden State Warriors","1/4/17",2016,1,1,58,"shot_yes","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-129,11
"145",8,"Andre Iguodala","Golden State Warriors","1/2/17",2016,3,0,13,"shot_no","Jump Shot","3PT Field Goal",23,"Denver Nuggets",-235,36
"146",18,"Andre Iguodala","Golden State Warriors","12/30/16",2016,2,9,55,"shot_no","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",230,15
"147",277,"Andre Iguodala","Golden State Warriors","12/30/16",2016,1,0,0,"shot_no","Jump Shot","3PT Field Goal",28,"Dallas Mavericks",-68,12
"148",2,"Andre Iguodala","Golden State Warriors","12/25/16",2016,2,1,55,"shot_no","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",230,23
"149",2,"Andre Iguodala","Golden State Warriors","12/25/16",2016,2,1,22,"shot_no","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-237,23
"150",62,"Andre Iguodala","Golden State Warriors","12/23/16",2016,1,4,6,"shot_no","Jump Shot","2PT Field Goal",15,"Detroit Pistons",-137,8
"151",175,"Andre Iguodala","Golden State Warriors","12/22/16",2016,4,6,56,"shot_yes","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",-179,42
"152",228,"Andre Iguodala","Golden State Warriors","12/22/16",2016,3,1,39,"shot_yes","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",99,35
"153",-19,"Andre Iguodala","Golden State Warriors","12/22/16",2016,2,1,24,"shot_no","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-230,23
"154",139,"Andre Iguodala","Golden State Warriors","12/22/16",2016,1,4,0,"shot_yes","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",125,8
"155",11,"Andre Iguodala","Golden State Warriors","12/22/16",2016,3,3,48,"shot_no","Jump Shot","3PT Field Goal",22,"Brooklyn Nets",223,33
"156",-15,"Andre Iguodala","Golden State Warriors","12/22/16",2016,4,9,9,"shot_no","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",233,39
"157",129,"Andre Iguodala","Golden State Warriors","12/17/16",2016,1,2,56,"shot_no","Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",122,10
"158",169,"Andre Iguodala","Golden State Warriors","12/17/16",2016,4,11,4,"shot_yes","Jump Shot","2PT Field Goal",18,"Portland Trail Blazers",-65,37
"159",-1,"Andre Iguodala","Golden State Warriors","12/17/16",2016,1,1,49,"shot_no","Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",227,11
"160",205,"Andre Iguodala","Golden State Warriors","12/17/16",2016,4,11,40,"shot_yes","Jump Shot","2PT Field Goal",20,"Portland Trail Blazers",-9,37
"161",61,"Andre Iguodala","Golden State Warriors","12/15/16",2016,4,9,15,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",-232,39
"162",7,"Andre Iguodala","Golden State Warriors","12/13/16",2016,3,0,48,"shot_no","Jump Shot","3PT Field Goal",22,"New Orleans Pelicans",-228,36
"163",224,"Andre Iguodala","Golden State Warriors","12/13/16",2016,4,8,0,"shot_yes","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",123,40
"164",164,"Andre Iguodala","Golden State Warriors","12/13/16",2016,1,0,0,"shot_no","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-214,12
"165",8,"Andre Iguodala","Golden State Warriors","12/13/16",2016,2,2,27,"shot_no","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",238,22
"166",105,"Andre Iguodala","Golden State Warriors","12/13/16",2016,2,9,41,"shot_yes","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",235,15
"167",183,"Andre Iguodala","Golden State Warriors","12/11/16",2016,2,9,20,"shot_no","Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",-76,15
"168",124,"Andre Iguodala","Golden State Warriors","12/11/16",2016,4,4,33,"shot_yes","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",215,44
"169",457,"Andre Iguodala","Golden State Warriors","12/11/16",2016,3,0,0,"shot_no","Jump Shot","3PT Field Goal",47,"Minnesota Timberwolves",-125,36
"170",11,"Andre Iguodala","Golden State Warriors","12/11/16",2016,4,9,29,"shot_no","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",232,39
"171",65,"Andre Iguodala","Golden State Warriors","12/8/16",2016,3,3,5,"shot_no","Jump Shot","2PT Field Goal",18,"Utah Jazz",-168,33
"172",134,"Andre Iguodala","Golden State Warriors","12/8/16",2016,4,10,4,"shot_no","Jump Shot","3PT Field Goal",24,"Utah Jazz",-202,38
"173",33,"Andre Iguodala","Golden State Warriors","12/7/16",2016,4,11,13,"shot_no","Jump Shot","2PT Field Goal",3,"Los Angeles Clippers",-4,37
